Date,Product,Demand
2021-12-11,Product C,92
2021-12-12,Product A,77
2021-12-12,Product B,141
2021-12-12,Product C,73
2021-12-13,Product A,70
2021-12-13,Product B,122
2021-12-13,Product C,173
2021-12-14,Product A,147
2021-12-14,Product B,53
2021-12-14,Product C,96
2021-12-15,Product A,101
2021-12-15,Product B,159
2021-12-15,Product C,80
2021-12-16,Product A,88
2021-12-16,Product B,83
2021-12-16,Product C,90
2021-12-17,Product A,98
2021-12-17,Product B,144
2021-12-17,Product C,147
2021-12-18,Product A,152
2021-12-18,Product B,188
2021-12-18,Product C,146
2021-12-19,Product A,87
2021-12-19,Product B,168
2021-12-19,Product C,114
2021-12-20,Product A,113
2021-12-20,Product B,142
2021-12-20,Product C,111
2021-12-21,Product A,167
2021-12-21,Product B,165
2021-12-21,Product C,195
2021-12-22,Product A,61
2021-12-22,Product B,63
2021-12-22,Product C,122
2021-12-23,Product A,96
2021-12-23,Product B,88
2021-12-23,Product C,99
2021-12-24,Product A,95
2021-12-24,Product B,123
2021-12-24,Product C,148
2021-12-25,Product A,121
2021-12-25,Product B,174
2021-12-25,Product C,151
2021-12-26,Product A,94
2021-12-26,Product B,140
2021-12-26,Product C,189
2021-12-27,Product A,68
2021-12-27,Product B,71
2021-12-27,Product C,93
2021-12-28,Product A,113
2021-12-28,Product B,137
2021-12-28,Product C,194
2021-12-29,Product A,114
2021-12-29,Product B,189
2021-12-29,Product C,160
2021-12-30,Product A,70
2021-12-30,Product B,161
2021-12-30,Product C,129
2021-12-31,Product A,57
2021-12-31,Product B,96
2021-12-31,Product C,196
2022-01-01,Product A,86
2022-01-01,Product B,68
2022-01-01,Product C,100
2022-01-02,Product A,78
2022-01-02,Product B,97
2022-01-02,Product C,87
2022-01-03,Product A,95
2022-01-03,Product B,101
2022-01-03,Product C,158
2022-01-04,Product A,73
2022-01-04,Product B,57
2022-01-04,Product C,153
2022-01-05,Product A,185
2022-01-05,Product B,161
2022-01-05,Product C,74
2022-01-06,Product A,170
2022-01-06,Product B,125
2022-01-06,Product C,51
2022-01-07,Product A,128
2022-01-07,Product B,187
2022-01-07,Product C,77
2022-01-08,Product A,120
2022-01-08,Product B,112
2022-01-08,Product C,138
2022-01-09,Product A,139
2022-01-09,Product B,74
2022-01-09,Product C,61
2022-01-10,Product A,51
2022-01-10,Product B,124
2022-01-10,Product C,89
2022-01-11,Product A,135
2022-01-11,Product B,176
2022-01-11,Product C,196
2022-01-12,Product A,103
2022-01-12,Product B,95
2022-01-12,Product C,200
2022-01-13,Product A,175
2022-01-13,Product B,124
2022-01-13,Product C,171
2022-01-14,Product A,153
2022-01-14,Product B,194
2022-01-14,Product C,69
2022-01-15,Product A,160
2022-01-15,Product B,94
2022-01-15,Product C,163
2022-01-16,Product A,107
2022-01-16,Product B,184
2022-01-16,Product C,170
2022-01-17,Product A,188
2022-01-17,Product B,87
2022-01-17,Product C,149
2022-01-18,Product A,80
2022-01-18,Product B,96
2022-01-18,Product C,101
2022-01-19,Product A,58
2022-01-19,Product B,142
2022-01-19,Product C,81
2022-01-20,Product A,99
2022-01-20,Product B,103
2022-01-20,Product C,112
2022-01-21,Product A,102
2022-01-21,Product B,57
2022-01-21,Product C,193
2022-01-22,Product A,82
2022-01-22,Product B,91
2022-01-22,Product C,143
2022-01-23,Product A,162
2022-01-23,Product B,99
2022-01-23,Product C,131
2022-01-24,Product A,168
2022-01-24,Product B,76
2022-01-24,Product C,183
2022-01-25,Product A,157
2022-01-25,Product B,93
2022-01-25,Product C,200
2022-01-26,Product A,137
2022-01-26,Product B,121
2022-01-26,Product C,96
2022-01-27,Product A,125
2022-01-27,Product B,180
2022-01-27,Product C,131
2022-01-28,Product A,186
2022-01-28,Product B,168
2022-01-28,Product C,128
2022-01-29,Product A,160
2022-01-29,Product B,81
2022-01-29,Product C,101
2022-01-30,Product A,79
2022-01-30,Product B,88
2022-01-30,Product C,184
2022-01-31,Product A,161
2022-01-31,Product B,183
2022-01-31,Product C,176
2022-02-01,Product A,198
2022-02-01,Product B,196
2022-02-01,Product C,124
2022-02-02,Product A,102
2022-02-02,Product B,158
2022-02-02,Product C,123
2022-02-03,Product A,159
2022-02-03,Product B,168
2022-02-03,Product C,117
2022-02-04,Product A,164
2022-02-04,Product B,74
2022-02-04,Product C,128
2022-02-05,Product A,140
2022-02-05,Product B,71
2022-02-05,Product C,103
2022-02-06,Product A,94
2022-02-06,Product B,135
2022-02-06,Product C,188
2022-02-07,Product A,73
2022-02-07,Product B,151
2022-02-07,Product C,134
2022-02-08,Product A,98
2022-02-08,Product B,88
2022-02-08,Product C,52
2022-02-09,Product A,67
2022-02-09,Product B,127
2022-02-09,Product C,192
2022-02-10,Product A,137
2022-02-10,Product B,76
2022-02-10,Product C,77
2022-02-11,Product A,84
2022-02-11,Product B,119
2022-02-11,Product C,57
2022-02-12,Product A,124
2022-02-12,Product B,83
2022-02-12,Product C,57
2022-02-13,Product A,181
2022-02-13,Product B,175
2022-02-13,Product C,123
2022-02-14,Product A,147
2022-02-14,Product B,129
2022-02-14,Product C,75
2022-02-15,Product A,131
2022-02-15,Product B,85
2022-02-15,Product C,198
2022-02-16,Product A,129
2022-02-16,Product B,169
2022-02-16,Product C,81
2022-02-17,Product A,90
2022-02-17,Product B,140
2022-02-17,Product C,142
2022-02-18,Product A,68
2022-02-18,Product B,130
2022-02-18,Product C,87
2022-02-19,Product A,165
2022-02-19,Product B,155
2022-02-19,Product C,164
2022-02-20,Product A,157
2022-02-20,Product B,188
2022-02-20,Product C,195
2022-02-21,Product A,103
2022-02-21,Product B,50
2022-02-21,Product C,156
2022-02-22,Product A,174
2022-02-22,Product B,63
2022-02-22,Product C,170
2022-02-23,Product A,74
2022-02-23,Product B,147
2022-02-23,Product C,195
2022-02-24,Product A,102
2022-02-24,Product B,155
2022-02-24,Product C,149
2022-02-25,Product A,76
2022-02-25,Product B,153
2022-02-25,Product C,177
2022-02-26,Product A,137
2022-02-26,Product B,81
2022-02-26,Product C,151
2022-02-27,Product A,127
2022-02-27,Product B,162
2022-02-27,Product C,161
2022-02-28,Product A,75
2022-02-28,Product B,97
2022-02-28,Product C,52
2022-03-01,Product A,158
2022-03-01,Product B,187
2022-03-01,Product C,118
2022-03-02,Product A,98
2022-03-02,Product B,189
2022-03-02,Product C,133
2022-03-03,Product A,154
2022-03-03,Product B,164
2022-03-03,Product C,151
2022-03-04,Product A,136
2022-03-04,Product B,105
2022-03-04,Product C,105
2022-03-05,Product A,124
2022-03-05,Product B,129
2022-03-05,Product C,57
2022-03-06,Product A,56
2022-03-06,Product B,74
2022-03-06,Product C,57
2022-03-07,Product A,132
2022-03-07,Product B,187
2022-03-07,Product C,64
2022-03-08,Product A,150
2022-03-08,Product B,131
2022-03-08,Product C,101
2022-03-09,Product A,148
2022-03-09,Product B,87
2022-03-09,Product C,112
2022-03-10,Product A,91
2022-03-10,Product B,149
2022-03-10,Product C,83
2022-03-11,Product A,195
2022-03-11,Product B,84
2022-03-11,Product C,69
2022-03-12,Product A,157
2022-03-12,Product B,150
2022-03-12,Product C,120
2022-03-13,Product A,177
2022-03-13,Product B,64
2022-03-13,Product C,197
2022-03-14,Product A,58
2022-03-14,Product B,171
2022-03-14,Product C,183
2022-03-15,Product A,52
2022-03-15,Product B,159
2022-03-15,Product C,110
2022-03-16,Product A,96
2022-03-16,Product B,78
2022-03-16,Product C,92
2022-03-17,Product A,166
2022-03-17,Product B,161
2022-03-17,Product C,69
2022-03-18,Product A,150
2022-03-18,Product B,69
2022-03-18,Product C,122
2022-03-19,Product A,81
2022-03-19,Product B,79
2022-03-19,Product C,180
2022-03-20,Product A,134
2022-03-20,Product B,122
2022-03-20,Product C,95
2022-03-21,Product A,84
2022-03-21,Product B,78
2022-03-21,Product C,62
2022-03-22,Product A,182
2022-03-22,Product B,193
2022-03-22,Product C,132
2022-03-23,Product A,68
2022-03-23,Product B,58
2022-03-23,Product C,122
2022-03-24,Product A,63
2022-03-24,Product B,100
2022-03-24,Product C,92
2022-03-25,Product A,91
2022-03-25,Product B,81
2022-03-25,Product C,149
2022-03-26,Product A,194
2022-03-26,Product B,173
2022-03-26,Product C,57
2022-03-27,Product A,184
2022-03-27,Product B,125
2022-03-27,Product C,135
2022-03-28,Product A,69
2022-03-28,Product B,147
2022-03-28,Product C,138
2022-03-29,Product A,80
2022-03-29,Product B,141
2022-03-29,Product C,192
2022-03-30,Product A,105
2022-03-30,Product B,50
2022-03-30,Product C,57
2022-03-31,Product A,60
2022-03-31,Product B,60
2022-03-31,Product C,143
2022-04-01,Product A,181
2022-04-01,Product B,183
2022-04-01,Product C,82
2022-04-02,Product A,82
2022-04-02,Product B,88
2022-04-02,Product C,127
2022-04-03,Product A,143
2022-04-03,Product B,85
2022-04-03,Product C,161
2022-04-04,Product A,159
2022-04-04,Product B,114
2022-04-04,Product C,170
2022-04-05,Product A,105
2022-04-05,Product B,154
2022-04-05,Product C,167
2022-04-06,Product A,110
2022-04-06,Product B,193
2022-04-06,Product C,73
2022-04-07,Product A,195
2022-04-07,Product B,80
2022-04-07,Product C,102
2022-04-08,Product A,132
2022-04-08,Product B,199
2022-04-08,Product C,90
2022-04-09,Product A,63
2022-04-09,Product B,162
2022-04-09,Product C,193
2022-04-10,Product A,198
2022-04-10,Product B,169
2022-04-10,Product C,111
2022-04-11,Product A,178
2022-04-11,Product B,71
2022-04-11,Product C,122
2022-04-12,Product A,181
2022-04-12,Product B,113
2022-04-12,Product C,154
2022-04-13,Product A,146
2022-04-13,Product B,138
2022-04-13,Product C,156
2022-04-14,Product A,89
2022-04-14,Product B,97
2022-04-14,Product C,99
2022-04-15,Product A,132
2022-04-15,Product B,186
2022-04-15,Product C,68
2022-04-16,Product A,190
2022-04-16,Product B,197
2022-04-16,Product C,175
2022-04-17,Product A,134
2022-04-17,Product B,103
2022-04-17,Product C,133
2022-04-18,Product A,134
2022-04-18,Product B,125
2022-04-18,Product C,55
2022-04-19,Product A,117
2022-04-19,Product B,192
2022-04-19,Product C,75
2022-04-20,Product A,62
2022-04-20,Product B,94
2022-04-20,Product C,176
2022-04-21,Product A,180
2022-04-21,Product B,115
2022-04-21,Product C,103
2022-04-22,Product A,134
2022-04-22,Product B,192
2022-04-22,Product C,80
2022-04-23,Product A,178
2022-04-23,Product B,56
2022-04-23,Product C,164
2022-04-24,Product A,122
2022-04-24,Product B,146
2022-04-24,Product C,52
2022-04-25,Product A,150
2022-04-25,Product B,196
2022-04-25,Product C,173
2022-04-26,Product A,181
2022-04-26,Product B,55
2022-04-26,Product C,190
2022-04-27,Product A,136
2022-04-27,Product B,104
2022-04-27,Product C,67
2022-04-28,Product A,125
2022-04-28,Product B,128
2022-04-28,Product C,149
2022-04-29,Product A,107
2022-04-29,Product B,99
2022-04-29,Product C,153
2022-04-30,Product A,178
2022-04-30,Product B,99
2022-04-30,Product C,194
2022-05-01,Product A,95
2022-05-01,Product B,173
2022-05-01,Product C,66
2022-05-02,Product A,140
2022-05-02,Product B,83
2022-05-02,Product C,114
2022-05-03,Product A,191
2022-05-03,Product B,177
2022-05-03,Product C,104
2022-05-04,Product A,74
2022-05-04,Product B,134
2022-05-04,Product C,142
2022-05-05,Product A,128
2022-05-05,Product B,132
2022-05-05,Product C,54
2022-05-06,Product A,144
2022-05-06,Product B,127
2022-05-06,Product C,65
2022-05-07,Product A,156
2022-05-07,Product B,99
2022-05-07,Product C,154
2022-05-08,Product A,121
2022-05-08,Product B,195
2022-05-08,Product C,80
2022-05-09,Product A,98
2022-05-09,Product B,167
2022-05-09,Product C,170
2022-05-10,Product A,90
2022-05-10,Product B,127
2022-05-10,Product C,50
2022-05-11,Product A,79
2022-05-11,Product B,157
2022-05-11,Product C,131
2022-05-12,Product A,152
2022-05-12,Product B,139
2022-05-12,Product C,154
2022-05-13,Product A,200
2022-05-13,Product B,169
2022-05-13,Product C,191
2022-05-14,Product A,173
2022-05-14,Product B,73
2022-05-14,Product C,178
2022-05-15,Product A,105
2022-05-15,Product B,82
2022-05-15,Product C,123
2022-05-16,Product A,138
2022-05-16,Product B,111
2022-05-16,Product C,89
2022-05-17,Product A,166
2022-05-17,Product B,184
2022-05-17,Product C,132
2022-05-18,Product A,74
2022-05-18,Product B,50
2022-05-18,Product C,184
2022-05-19,Product A,158
2022-05-19,Product B,126
2022-05-19,Product C,144
2022-05-20,Product A,182
2022-05-20,Product B,108
2022-05-20,Product C,89
2022-05-21,Product A,182
2022-05-21,Product B,71
2022-05-21,Product C,130
2022-05-22,Product A,91
2022-05-22,Product B,184
2022-05-22,Product C,73
2022-05-23,Product A,90
2022-05-23,Product B,171
2022-05-23,Product C,85
2022-05-24,Product A,145
2022-05-24,Product B,54
2022-05-24,Product C,75
2022-05-25,Product A,113
2022-05-25,Product B,125
2022-05-25,Product C,175
2022-05-26,Product A,104
2022-05-26,Product B,153
2022-05-26,Product C,78
2022-05-27,Product A,77
2022-05-27,Product B,78
2022-05-27,Product C,141
2022-05-28,Product A,113
2022-05-28,Product B,107
2022-05-28,Product C,182
2022-05-29,Product A,72
2022-05-29,Product B,130
2022-05-29,Product C,170
2022-05-30,Product A,99
2022-05-30,Product B,108
2022-05-30,Product C,102
2022-05-31,Product A,174
2022-05-31,Product B,162
2022-05-31,Product C,149
2022-06-01,Product A,113
2022-06-01,Product B,127
2022-06-01,Product C,119
2022-06-02,Product A,184
2022-06-02,Product B,106
2022-06-02,Product C,103
2022-06-03,Product A,167
2022-06-03,Product B,106
2022-06-03,Product C,65
2022-06-04,Product A,146
2022-06-04,Product B,57
2022-06-04,Product C,153
2022-06-05,Product A,70
2022-06-05,Product B,79
2022-06-05,Product C,69
2022-06-06,Product A,162
2022-06-06,Product B,179
2022-06-06,Product C,121
2022-06-07,Product A,200
2022-06-07,Product B,105
2022-06-07,Product C,169
2022-06-08,Product A,85
2022-06-08,Product B,172
2022-06-08,Product C,81
2022-06-09,Product A,61
2022-06-09,Product B,67
2022-06-09,Product C,90
2022-06-10,Product A,118
2022-06-10,Product B,56
2022-06-10,Product C,196
2022-06-11,Product A,139
2022-06-11,Product B,180
2022-06-11,Product C,119
2022-06-12,Product A,127
2022-06-12,Product B,115
2022-06-12,Product C,114
2022-06-13,Product A,117
2022-06-13,Product B,93
2022-06-13,Product C,159
2022-06-14,Product A,138
2022-06-14,Product B,91
2022-06-14,Product C,113
2022-06-15,Product A,195
2022-06-15,Product B,131
2022-06-15,Product C,132
2022-06-16,Product A,135
2022-06-16,Product B,156
2022-06-16,Product C,146
2022-06-17,Product A,56
2022-06-17,Product B,95
2022-06-17,Product C,60
2022-06-18,Product A,122
2022-06-18,Product B,77
2022-06-18,Product C,86
2022-06-19,Product A,50
2022-06-19,Product B,197
2022-06-19,Product C,148
2022-06-20,Product A,140
2022-06-20,Product B,154
2022-06-20,Product C,117
2022-06-21,Product A,160
2022-06-21,Product B,196
2022-06-21,Product C,161
2022-06-22,Product A,179
2022-06-22,Product B,115
2022-06-22,Product C,86
2022-06-23,Product A,117
2022-06-23,Product B,171
2022-06-23,Product C,62
2022-06-24,Product A,75
2022-06-24,Product B,177
2022-06-24,Product C,81
2022-06-25,Product A,78
2022-06-25,Product B,66
2022-06-25,Product C,111
2022-06-26,Product A,173
2022-06-26,Product B,101
2022-06-26,Product C,181
2022-06-27,Product A,98
2022-06-27,Product B,158
2022-06-27,Product C,120
2022-06-28,Product A,71
2022-06-28,Product B,170
2022-06-28,Product C,187
2022-06-29,Product A,73
2022-06-29,Product B,194
2022-06-29,Product C,169
2022-06-30,Product A,186
2022-06-30,Product B,98
2022-06-30,Product C,60
2022-07-01,Product A,165
2022-07-01,Product B,76
2022-07-01,Product C,159
2022-07-02,Product A,75
2022-07-02,Product B,109
2022-07-02,Product C,83
2022-07-03,Product A,104
2022-07-03,Product B,118
2022-07-03,Product C,91
2022-07-04,Product A,197
2022-07-04,Product B,144
2022-07-04,Product C,189
2022-07-05,Product A,147
2022-07-05,Product B,109
2022-07-05,Product C,124
2022-07-06,Product A,78
2022-07-06,Product B,87
2022-07-06,Product C,83
2022-07-07,Product A,72
2022-07-07,Product B,189
2022-07-07,Product C,175
2022-07-08,Product A,175
2022-07-08,Product B,66
2022-07-08,Product C,184
2022-07-09,Product A,164
2022-07-09,Product B,116
2022-07-09,Product C,189
2022-07-10,Product A,93
2022-07-10,Product B,117
2022-07-10,Product C,149
2022-07-11,Product A,83
2022-07-11,Product B,68
2022-07-11,Product C,112
2022-07-12,Product A,65
2022-07-12,Product B,199
2022-07-12,Product C,78
2022-07-13,Product A,200
2022-07-13,Product B,69
2022-07-13,Product C,67
2022-07-14,Product A,75
2022-07-14,Product B,168
2022-07-14,Product C,119
2022-07-15,Product A,141
2022-07-15,Product B,80
2022-07-15,Product C,178
2022-07-16,Product A,74
2022-07-16,Product B,55
2022-07-16,Product C,100
2022-07-17,Product A,70
2022-07-17,Product B,63
2022-07-17,Product C,137
2022-07-18,Product A,104
2022-07-18,Product B,129
2022-07-18,Product C,131
2022-07-19,Product A,122
2022-07-19,Product B,52
2022-07-19,Product C,146
2022-07-20,Product A,73
2022-07-20,Product B,146
2022-07-20,Product C,75
2022-07-21,Product A,122
2022-07-21,Product B,138
2022-07-21,Product C,82
2022-07-22,Product A,187
2022-07-22,Product B,161
2022-07-22,Product C,148
2022-07-23,Product A,77
2022-07-23,Product B,65
2022-07-23,Product C,110
2022-07-24,Product A,80
2022-07-24,Product B,140
2022-07-24,Product C,53
2022-07-25,Product A,61
2022-07-25,Product B,108
2022-07-25,Product C,114
2022-07-26,Product A,59
2022-07-26,Product B,165
2022-07-26,Product C,58
2022-07-27,Product A,112
2022-07-27,Product B,190
2022-07-27,Product C,88
2022-07-28,Product A,122
2022-07-28,Product B,65
2022-07-28,Product C,162
2022-07-29,Product A,137
2022-07-29,Product B,176
2022-07-29,Product C,117
2022-07-30,Product A,173
2022-07-30,Product B,80
2022-07-30,Product C,98
2022-07-31,Product A,136
2022-07-31,Product B,67
2022-07-31,Product C,104
2022-08-01,Product A,129
2022-08-01,Product B,115
2022-08-01,Product C,134
2022-08-02,Product A,185
2022-08-02,Product B,119
2022-08-02,Product C,196
2022-08-03,Product A,135
2022-08-03,Product B,189
2022-08-03,Product C,51
2022-08-04,Product A,80
2022-08-04,Product B,188
2022-08-04,Product C,144
2022-08-05,Product A,100
2022-08-05,Product B,110
2022-08-05,Product C,72
2022-08-06,Product A,177
2022-08-06,Product B,114
2022-08-06,Product C,160
2022-08-07,Product A,148
2022-08-07,Product B,195
2022-08-07,Product C,194
2022-08-08,Product A,154
2022-08-08,Product B,125
2022-08-08,Product C,138
2022-08-09,Product A,133
2022-08-09,Product B,164
2022-08-09,Product C,145
2022-08-10,Product A,199
2022-08-10,Product B,76
2022-08-10,Product C,58
2022-08-11,Product A,179
2022-08-11,Product B,120
2022-08-11,Product C,176
2022-08-12,Product A,55
2022-08-12,Product B,186
2022-08-12,Product C,177
2022-08-13,Product A,118
2022-08-13,Product B,133
2022-08-13,Product C,126
2022-08-14,Product A,117
2022-08-14,Product B,143
2022-08-14,Product C,133
2022-08-15,Product A,56
2022-08-15,Product B,108
2022-08-15,Product C,103
2022-08-16,Product A,140
2022-08-16,Product B,113
2022-08-16,Product C,156
2022-08-17,Product A,179
2022-08-17,Product B,167
2022-08-17,Product C,90
2022-08-18,Product A,82
2022-08-18,Product B,147
2022-08-18,Product C,74
2022-08-19,Product A,88
2022-08-19,Product B,158
2022-08-19,Product C,61
2022-08-20,Product A,185
2022-08-20,Product B,170
2022-08-20,Product C,167
2022-08-21,Product A,61
2022-08-21,Product B,56
2022-08-21,Product C,156
2022-08-22,Product A,189
2022-08-22,Product B,128
2022-08-22,Product C,138
2022-08-23,Product A,72
2022-08-23,Product B,183
2022-08-23,Product C,194
2022-08-24,Product A,71
2022-08-24,Product B,72
2022-08-24,Product C,171
2022-08-25,Product A,183
2022-08-25,Product B,61
2022-08-25,Product C,87
2022-08-26,Product A,112
2022-08-26,Product B,154
2022-08-26,Product C,68
2022-08-27,Product A,178
2022-08-27,Product B,109
2022-08-27,Product C,57
2022-08-28,Product A,63
2022-08-28,Product B,57
2022-08-28,Product C,122
2022-08-29,Product A,196
2022-08-29,Product B,170
2022-08-29,Product C,188
2022-08-30,Product A,145
2022-08-30,Product B,100
2022-08-30,Product C,156
2022-08-31,Product A,171
2022-08-31,Product B,140
2022-08-31,Product C,181
2022-09-01,Product A,161
2022-09-01,Product B,76
2022-09-01,Product C,100
2022-09-02,Product A,96
2022-09-02,Product B,85
2022-09-02,Product C,166
2022-09-03,Product A,66
2022-09-03,Product B,157
2022-09-03,Product C,187
2022-09-04,Product A,131
2022-09-04,Product B,153
2022-09-04,Product C,65
2022-09-05,Product A,145
2022-09-05,Product B,87
2022-09-05,Product C,98
2022-09-06,Product A,182
2022-09-06,Product B,189
2022-09-06,Product C,138
2022-09-07,Product A,130
2022-09-07,Product B,200
2022-09-07,Product C,151
2022-09-08,Product A,87
2022-09-08,Product B,164
2022-09-08,Product C,52
2022-09-09,Product A,115
2022-09-09,Product B,69
2022-09-09,Product C,192
2022-09-10,Product A,110
2022-09-10,Product B,164
2022-09-10,Product C,144
2022-09-11,Product A,84
2022-09-11,Product B,115
2022-09-11,Product C,168
2022-09-12,Product A,132
2022-09-12,Product B,87
2022-09-12,Product C,54
2022-09-13,Product A,159
2022-09-13,Product B,173
2022-09-13,Product C,134
2022-09-14,Product A,53
2022-09-14,Product B,83
2022-09-14,Product C,163
2022-09-15,Product A,156
2022-09-15,Product B,152
2022-09-15,Product C,124
2022-09-16,Product A,110
2022-09-16,Product B,50
2022-09-16,Product C,65
2022-09-17,Product A,173
2022-09-17,Product B,77
2022-09-17,Product C,143
2022-09-18,Product A,102
2022-09-18,Product B,191
2022-09-18,Product C,83
2022-09-19,Product A,191
2022-09-19,Product B,50
2022-09-19,Product C,117
2022-09-20,Product A,199
2022-09-20,Product B,157
2022-09-20,Product C,184
2022-09-21,Product A,192
2022-09-21,Product B,52
2022-09-21,Product C,193
2022-09-22,Product A,104
2022-09-22,Product B,89
2022-09-22,Product C,186
2022-09-23,Product A,157
2022-09-23,Product B,170
2022-09-23,Product C,117
2022-09-24,Product A,134
2022-09-24,Product B,136
2022-09-24,Product C,90
2022-09-25,Product A,173
2022-09-25,Product B,81
2022-09-25,Product C,82
2022-09-26,Product A,117
2022-09-26,Product B,57
2022-09-26,Product C,101
2022-09-27,Product A,188
2022-09-27,Product B,198
2022-09-27,Product C,151
2022-09-28,Product A,63
2022-09-28,Product B,161
2022-09-28,Product C,192
2022-09-29,Product A,141
2022-09-29,Product B,65
2022-09-29,Product C,63
2022-09-30,Product A,183
2022-09-30,Product B,174
2022-09-30,Product C,123
2022-10-01,Product A,82
2022-10-01,Product B,186
2022-10-01,Product C,128
2022-10-02,Product A,94
2022-10-02,Product B,56
2022-10-02,Product C,186
2022-10-03,Product A,175
2022-10-03,Product B,145
2022-10-03,Product C,95
2022-10-04,Product A,68
2022-10-04,Product B,120
2022-10-04,Product C,183
2022-10-05,Product A,73
2022-10-05,Product B,199
2022-10-05,Product C,55
2022-10-06,Product A,123
2022-10-06,Product B,151
2022-10-06,Product C,134
2022-10-07,Product A,183
2022-10-07,Product B,190
2022-10-07,Product C,59
2022-10-08,Product A,83
2022-10-08,Product B,120
2022-10-08,Product C,68
2022-10-09,Product A,86
2022-10-09,Product B,109
2022-10-09,Product C,66
2022-10-10,Product A,91
2022-10-10,Product B,69
2022-10-10,Product C,59
2022-10-11,Product A,69
2022-10-11,Product B,138
2022-10-11,Product C,157
2022-10-12,Product A,65
2022-10-12,Product B,60
2022-10-12,Product C,149
2022-10-13,Product A,123
2022-10-13,Product B,171
2022-10-13,Product C,79
2022-10-14,Product A,116
2022-10-14,Product B,160
2022-10-14,Product C,147
2022-10-15,Product A,163
2022-10-15,Product B,62
2022-10-15,Product C,197
2022-10-16,Product A,77
2022-10-16,Product B,150
2022-10-16,Product C,187
2022-10-17,Product A,87
2022-10-17,Product B,96
2022-10-17,Product C,151
2022-10-18,Product A,160
2022-10-18,Product B,159
2022-10-18,Product C,158
2022-10-19,Product A,152
2022-10-19,Product B,145
2022-10-19,Product C,187
2022-10-20,Product A,56
2022-10-20,Product B,51
2022-10-20,Product C,82
2022-10-21,Product A,93
2022-10-21,Product B,187
2022-10-21,Product C,166
2022-10-22,Product A,157
2022-10-22,Product B,192
2022-10-22,Product C,75
2022-10-23,Product A,136
2022-10-23,Product B,84
2022-10-23,Product C,123
2022-10-24,Product A,182
2022-10-24,Product B,162
2022-10-24,Product C,133
2022-10-25,Product A,84
2022-10-25,Product B,64
2022-10-25,Product C,197
2022-10-26,Product A,132
2022-10-26,Product B,161
2022-10-26,Product C,76
2022-10-27,Product A,113
2022-10-27,Product B,134
2022-10-27,Product C,80
2022-10-28,Product A,144
2022-10-28,Product B,170
2022-10-28,Product C,95
2022-10-29,Product A,136
2022-10-29,Product B,98
2022-10-29,Product C,163
2022-10-30,Product A,144
2022-10-30,Product B,103
2022-10-30,Product C,193
2022-10-31,Product A,96
2022-10-31,Product B,165
2022-10-31,Product C,124
2022-11-01,Product A,113
2022-11-01,Product B,116
2022-11-01,Product C,96
2022-11-02,Product A,78
2022-11-02,Product B,189
2022-11-02,Product C,64
2022-11-03,Product A,131
2022-11-03,Product B,191
2022-11-03,Product C,70
2022-11-04,Product A,153
2022-11-04,Product B,100
2022-11-04,Product C,123
2022-11-05,Product A,194
2022-11-05,Product B,159
2022-11-05,Product C,169
2022-11-06,Product A,115
2022-11-06,Product B,63
2022-11-06,Product C,148
2022-11-07,Product A,70
2022-11-07,Product B,136
2022-11-07,Product C,95
2022-11-08,Product A,156
2022-11-08,Product B,123
2022-11-08,Product C,155
2022-11-09,Product A,57
2022-11-09,Product B,114
2022-11-09,Product C,103
2022-11-10,Product A,140
2022-11-10,Product B,62
2022-11-10,Product C,199
2022-11-11,Product A,64
2022-11-11,Product B,53
2022-11-11,Product C,134
2022-11-12,Product A,154
2022-11-12,Product B,62
2022-11-12,Product C,119
2022-11-13,Product A,105
2022-11-13,Product B,89
2022-11-13,Product C,176
2022-11-14,Product A,68
2022-11-14,Product B,154
2022-11-14,Product C,123
2022-11-15,Product A,106
2022-11-15,Product B,107
2022-11-15,Product C,80
2022-11-16,Product A,102
2022-11-16,Product B,123
2022-11-16,Product C,142
2022-11-17,Product A,174
2022-11-17,Product B,138
2022-11-17,Product C,149
2022-11-18,Product A,173
2022-11-18,Product B,193
2022-11-18,Product C,158
2022-11-19,Product A,177
2022-11-19,Product B,111
2022-11-19,Product C,145
2022-11-20,Product A,136
2022-11-20,Product B,77
2022-11-20,Product C,126
2022-11-21,Product A,89
2022-11-21,Product B,184
2022-11-21,Product C,168
2022-11-22,Product A,172
2022-11-22,Product B,126
2022-11-22,Product C,134
2022-11-23,Product A,106
2022-11-23,Product B,51
2022-11-23,Product C,76
2022-11-24,Product A,184
2022-11-24,Product B,81
2022-11-24,Product C,187
2022-11-25,Product A,108
2022-11-25,Product B,60
2022-11-25,Product C,77
2022-11-26,Product A,73
2022-11-26,Product B,66
2022-11-26,Product C,112
2022-11-27,Product A,165
2022-11-27,Product B,114
2022-11-27,Product C,177
2022-11-28,Product A,186
2022-11-28,Product B,80
2022-11-28,Product C,115
2022-11-29,Product A,162
2022-11-29,Product B,82
2022-11-29,Product C,75
2022-11-30,Product A,184
2022-11-30,Product B,81
2022-11-30,Product C,93
2022-12-01,Product A,95
2022-12-01,Product B,54
2022-12-01,Product C,124
2022-12-02,Product A,60
2022-12-02,Product B,125
2022-12-02,Product C,136
2022-12-03,Product A,103
2022-12-03,Product B,119
2022-12-03,Product C,139
2022-12-04,Product A,158
2022-12-04,Product B,168
2022-12-04,Product C,154
2022-12-05,Product A,197
